Latitude (decimal degrees):	53.365
Longitude (decimal degrees):	7.233
Elevation (m):	-3
Radiation database:	PVGIS-SARAH3


Slope: 23 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20100107:1211,30.65,48.4,13.9,-3.29,1.24,0.0
20100107:1311,36.31,55.17,11.56,-2.83,1.17,0.0
20100107:1411,53.35,75.23,7.25,-2.77,1.31,0.0
20100107:1511,0.0,0.0,0.0,-3.11,1.45,0.0
20100107:1611,0.0,0.0,0.0,-4.21,1.79,0.0
20100107:1711,0.0,0.0,0.0,-5.08,1.72,0.0
20100107:1811,0.0,0.0,0.0,-5.84,1.72,0.0
20100107:1911,0.0,0.0,0.0,-6.95,1.45,0.0
20100107:2011,0.0,0.0,0.0,-7.68,1.38,0.0
20100107:2111,0.0,0.0,0.0,-6.69,1.1,0.0
20100107:2211,0.0,0.0,0.0,-6.72,0.83,0.0
20100107:2311,0.0,0.0,0.0,-7.18,0.62,0.0
20100108:0011,0.0,0.0,0.0,-7.58,0.76,0.0
20100108:0111,0.0,0.0,0.0,-8.42,1.1,0.0
20100108:0211,0.0,0.0,0.0,-9.62,1.45,0.0
20100108:0311,0.0,0.0,0.0,-9.58,1.52,0.0
20100108:0411,0.0,0.0,0.0,-9.21,1.45,0.0
20100108:0511,0.0,0.0,0.0,-8.32,1.31,0.0
20100108:0611,0.0,0.0,0.0,-8.04,1.24,0.0
20100108:0711,0.0,0.0,0.0,-10.01,1.38,0.0
20100108:0811,1.53,8.71,2.25,-9.72,1.52,0.0
20100108:0911,55.45,75.49,8.02,-9.07,1.79,0.0
20100108:1011,75.11,97.08,12.1,-7.18,1.93,0.0
20100108:1111,54.69,75.4,14.17,-5.41,2.07,0.0
20100108:1211,59.59,81.25,14.03,-4.07,2.41,0.0
20100108:1311,26.66,43.56,11.71,-3.29,2.9,0.0
20100108:1411,4.77,14.52,7.41,-2.96,3.1,0.0
20100108:1511,0.0,0.0,0.0,-3.33,3.1,0.0
20100108:1611,0.0,0.0,0.0,-3.32,3.45,0.0
20100108:1711,0.0,0.0,0.0,-3.28,4.0,0.0
20100108:1811,0.0,0.0,0.0,-3.2,4.69,0.0
20100108:1911,0.0,0.0,0.0,-3.08,5.1,0.0
20100108:2011,0.0,0.0,0.0,-3.27,5.17,0.0
20100108:2111,0.0,0.0,0.0,-3.69,5.45,0.0
20100108:2211,0.0,0.0,0.0,-4.15,5.59,0.0
20100108:2311,0.0,0.0,0.0,-4.56,5.59,0.0
20100109:0011,0.0,0.0,0.0,-4.86,5.59,0.0
20100109:0111,0.0,0.0,0.0,-5.14,5.52,0.0
20100109:0211,0.0,0.0,0.0,-5.41,5.45,0.0
20100109:0311,0.0,0.0,0.0,-5.33,5.52,0.0
20100109:0411,0.0,0.0,0.0,-5.13,5.72,0.0
20100109:0511,0.0,0.0,0.0,-4.69,5.93,0.0
20100109:0611,0.0,0.0,0.0,-4.29,6.21,0.0
20100109:0711,0.0,0.0,0.0,-3.27,6.48,0.0
20100109:0811,0.0,2.9,2.32,-2.78,6.97,0.0
20100109:0911,4.15,13.55,8.12,-2.32,7.17,0.0
20100109:1011,128.91,156.28,12.22,-1.98,7.45,0.0
20100109:1111,102.05,127.8,14.3,-1.69,7.52,0.0
20100109:1211,55.6,77.34,14.18,-1.48,7.93,0.0
20100109:1311,235.14,269.04,11.87,-1.35,8.0,0.0
20100109:1411,49.79,71.21,7.57,-1.29,8.34,0.0
20100109:1511,0.0,0.97,1.62,-1.23,8.07,0.0
20100109:1611,0.0,0.0,0.0,-1.15,7.72,0.0
20100109:1711,0.0,0.0,0.0,-1.01,7.59,0.0
20100109:1811,0.0,0.0,0.0,-1.03,7.66,0.0
20100109:1911,0.0,0.0,0.0,-1.02,7.93,0.0
20100109:2011,0.0,0.0,0.0,-0.95,8.0,0.0
20100109:2111,0.0,0.0,0.0,-0.88,8.0,0.0
20100109:2211,0.0,0.0,0.0,-0.85,8.0,0.0
20100109:2311,0.0,0.0,0.0,-0.77,7.86,0.0
20100110:0011,0.0,0.0,0.0,-0.64,7.72,0.0
20100110:0111,0.0,0.0,0.0,-0.5,7.52,0.0
20100110:0211,0.0,0.0,0.0,-0.38,7.24,0.0
20100110:0311,0.0,0.0,0.0,-0.32,6.97,0.0
20100110:0411,0.0,0.0,0.0,-0.28,6.62,0.0
20100110:0511,0.0,0.0,0.0,-0.33,6.34,0.0
20100110:0611,0.0,0.0,0.0,-0.36,6.0,0.0
20100110:0711,0.0,0.0,0.0,-0.06,6.48,0.0
20100110:0811,17.35,34.55,2.41,0.0,6.28,0.0
20100110:0911,44.48,65.34,8.22,0.11,6.0,0.0
20100110:1011,48.45,69.78,12.34,0.22,5.66,0.0
20100110:1111,11.91,25.17,14.44,0.35,5.38,0.0
20100110:1211,41.59,61.95,14.33,0.44,4.9,0.0
20100110:1311,30.97,49.36,12.03,0.42,5.45,0.0
20100110:1411,18.49,33.88,7.74,0.3,5.24,0.0
20100110:1511,0.0,1.94,1.8,-0.05,4.9,0.0
20100110:1611,0.0,0.0,0.0,-0.29,4.76,0.0
20100110:1711,0.0,0.0,0.0,-0.42,4.62,0.0
20100110:1811,0.0,0.0,0.0,-0.52,4.41,0.0
20100110:1911,0.0,0.0,0.0,0.2,5.03,0.0
20100110:2011,0.0,0.0,0.0,0.28,5.1,0.0
20100110:2111,0.0,0.0,0.0,0.35,5.38,0.0
20100110:2211,0.0,0.0,0.0,0.35,5.52,0.0
20100110:2311,0.0,0.0,0.0,0.25,5.59,0.0
20100111:0011,0.0,0.0,0.0,0.09,5.59,0.0
20100111:0111,0.0,0.0,0.0,-0.09,5.59,0.0
20100111:0211,0.0,0.0,0.0,-0.18,5.52,0.0
20100111:0311,0.0,0.0,0.0,-0.29,5.17,0.0
20100111:0411,0.0,0.0,0.0,-0.33,4.97,0.0
20100111:0511,0.0,0.0,0.0,-0.4,4.76,0.0
20100111:0611,0.0,0.0,0.0,-0.44,4.62,0.0
20100111:0711,0.0,0.0,0.0,-0.5,4.9,0.0
20100111:0811,0.51,6.78,2.5,-0.5,4.76,0.0
20100111:0911,47.57,68.85,8.33,-0.34,4.69,0.0
20100111:1011,38.37,58.08,12.46,-0.06,4.41,0.0
20100111:1111,37.5,57.11,14.58,0.17,4.41,0.0
20100111:1211,33.38,52.27,14.49,0.43,4.76,0.0
20100111:1311,35.8,55.17,12.2,0.52,4.34,0.0
20100111:1411,9.13,21.29,7.92,0.57,4.14,0.0
20100111:1511,0.0,0.97,1.97,0.53,4.0,0.0
20100111:1611,0.0,0.0,0.0,0.37,4.0,0.0
20100111:1711,0.0,0.0,0.0,0.35,4.14,0.0
20100111:1811,0.0,0.0,0.0,0.25,4.21,0.0
20100111:1911,0.0,0.0,0.0,-0.1,4.07,0.0
20100111:2011,0.0,0.0,0.0,-0.4,4.07,0.0
20100111:2111,0.0,0.0,0.0,-0.55,4.07,0.0
20100111:2211,0.0,0.0,0.0,-0.59,3.93,0.0
20100111:2311,0.0,0.0,0.0,-0.6,3.72,0.0
20100112:0011,0.0,0.0,0.0,-0.58,3.59,0.0
20100112:0111,0.0,0.0,0.0,-0.73,3.31,0.0
20100112:0211,0.0,0.0,0.0,-0.73,2.9,0.0
20100112:0311,0.0,0.0,0.0,-0.76,2.55,0.0
20100112:0411,0.0,0.0,0.0,-0.95,2.48,0.0
20100112:0511,0.0,0.0,0.0,-1.26,2.69,0.0
20100112:0611,0.0,0.0,0.0,-1.89,2.9,0.0
20100112:0711,0.0,0.0,0.0,-2.38,3.38,0.0
20100112:0811,2.47,10.65,2.6,-3.23,3.66,0.0
20100112:0911,62.53,84.82,8.44,-3.84,3.86,0.0
20100112:1011,45.97,65.83,12.6,-4.26,3.79,0.0
20100112:1111,44.23,63.88,14.74,-4.26,4.14,0.0
20100112:1211,42.53,61.95,14.66,-4.2,4.41,0.0
20100112:1311,41.68,60.98,12.38,-4.23,4.28,0.0
20100112:1411,42.74,62.34,8.1,-4.3,4.21,0.0
20100112:1511,0.0,4.84,2.16,-4.71,4.07,0.0
20100112:1611,0.0,0.0,0.0,-5.11,4.48,0.0
20100112:1711,0.0,0.0,0.0,-5.3,4.97,0.0
20100112:1811,0.0,0.0,0.0,-5.58,5.24,0.0
20100112:1911,0.0,0.0,0.0,-4.88,5.24,0.0
20100112:2011,0.0,0.0,0.0,-4.94,5.1,0.0
20100112:2111,0.0,0.0,0.0,-4.99,4.9,0.0
20100112:2211,0.0,0.0,0.0,-5.28,4.9,0.0
20100112:2311,0.0,0.0,0.0,-5.54,5.24,0.0
20100113:0011,0.0,0.0,0.0,-5.77,5.45,0.0
20100113:0111,0.0,0.0,0.0,-5.68,5.66,0.0
20100113:0211,0.0,0.0,0.0,-5.43,5.66,0.0
20100113:0311,0.0,0.0,0.0,-5.09,5.52,0.0
20100113:0411,0.0,0.0,0.0,-4.89,5.45,0.0
20100113:0511,0.0,0.0,0.0,-4.58,5.66,0.0
20100113:0611,0.0,0.0,0.0,-4.52,5.93,0.0
20100113:0711,0.0,0.0,0.0,-3.99,6.07,0.0
20100113:0811,1.46,8.71,2.71,-4.02,5.93,0.0
20100113:0911,54.82,76.05,8.57,-3.87,6.0,0.0
20100113:1011,39.91,59.04,12.74,-3.61,6.21,0.0
20100113:1111,34.03,52.27,14.9,-3.38,5.86,0.0
20100113:1211,26.66,43.56,14.83,-3.1,5.52,0.0
20100113:1311,85.24,109.44,12.56,-2.75,5.72,0.0
20100113:1411,6.64,17.42,8.29,-2.61,5.93,0.0
20100113:1511,6.05,17.3,2.34,-2.71,5.79,0.0
20100113:1611,0.0,0.0,0.0,-2.87,5.66,0.0
20100113:1711,0.0,0.0,0.0,-2.89,5.72,0.0
20100113:1811,0.0,0.0,0.0,-3.02,5.66,0.0
20100113:1911,0.0,0.0,0.0,-3.21,5.45,0.0
20100113:2011,0.0,0.0,0.0,-3.27,5.38,0.0
20100113:2111,0.0,0.0,0.0,-3.4,5.24,0.0
20100113:2211,0.0,0.0,0.0,-3.42,5.1,0.0
20100113:2311,0.0,0.0,0.0,-3.34,4.9,0.0
20100114:0011,0.0,0.0,0.0,-3.29,4.76,0.0
20100114:0111,0.0,0.0,0.0,-3.31,4.62,0.0
20100114:0211,0.0,0.0,0.0,-3.27,4.62,0.0
20100114:0311,0.0,0.0,0.0,-3.15,4.48,0.0
20100114:0411,0.0,0.0,0.0,-3.08,4.28,0.0
20100114:0511,0.0,0.0,0.0,-2.99,4.07,0.0
20100114:0611,0.0,0.0,0.0,-2.81,3.93,0.0
20100114:0711,0.0,0.0,0.0,-2.49,3.86,0.0
20100114:0811,1.93,9.68,2.82,-2.32,3.66,0.0
20100114:0911,58.06,80.35,8.7,-2.09,3.38,0.0
20100114:1011,24.87,41.62,12.89,-1.74,3.17,0.0
20100114:1111,11.3,24.2,15.06,-1.29,3.1,0.0
20100114:1211,24.75,41.62,15.01,-0.84,2.97,0.0
20100114:1311,25.5,42.59,12.75,-0.57,2.83,0.0
20100114:1411,38.37,58.17,8.48,-0.36,2.9,0.0
20100114:1511,0.0,1.94,2.54,-0.43,3.17,0.0
20100114:1611,0.0,0.0,0.0,-0.69,3.24,0.0
20100114:1711,0.0,0.0,0.0,-0.81,3.31,0.0
20100114:1811,0.0,0.0,0.0,-1.03,3.17,0.0
20100114:1911,0.0,0.0,0.0,-1.23,3.31,0.0
20100114:2011,0.0,0.0,0.0,-1.46,2.97,0.0
20100114:2111,0.0,0.0,0.0,-1.41,2.69,0.0
20100114:2211,0.0,0.0,0.0,-1.57,2.48,0.0
20100114:2311,0.0,0.0,0.0,-1.97,2.41,0.0
20100115:0011,0.0,0.0,0.0,-1.89,2.28,0.0
20100115:0111,0.0,0.0,0.0,-2.01,2.28,0.0
20100115:0211,0.0,0.0,0.0,-2.15,2.34,0.0
20100115:0311,0.0,0.0,0.0,-2.19,2.55,0.0
20100115:0411,0.0,0.0,0.0,-2.12,2.62,0.0
20100115:0511,0.0,0.0,0.0,-2.21,2.76,0.0
20100115:0611,0.0,0.0,0.0,-2.51,2.76,0.0
20100115:0711,0.0,0.0,0.0,-2.27,2.69,0.0
20100115:0811,3.0,11.62,2.94,-2.33,2.62,0.0
20100115:0911,51.43,72.88,8.84,-2.06,2.21,0.0
20100115:1011,73.91,97.91,13.05,-1.7,1.86,0.0
20100115:1111,41.01,60.98,15.24,-1.21,2.14,0.0
20100115:1211,38.43,58.08,15.2,-0.7,2.28,0.0
20100115:1311,27.82,45.49,12.95,-0.28,1.93,0.0
20100115:1411,230.73,273.7,8.68,-0.16,1.79,0.0
20100115:1511,26.72,47.37,2.74,-0.21,2.28,0.0
20100115:1611,0.0,0.0,0.0,-0.77,2.69,0.0
20100115:1711,0.0,0.0,0.0,-1.24,2.9,0.0
20100115:1811,0.0,0.0,0.0,-1.7,2.9,0.0
20100115:1911,0.0,0.0,0.0,-1.02,2.48,0.0
20100115:2011,0.0,0.0,0.0,-0.96,2.62,0.0
20100115:2111,0.0,0.0,0.0,-1.01,2.69,0.0
20100115:2211,0.0,0.0,0.0,-0.98,2.69,0.0
20100115:2311,0.0,0.0,0.0,-0.94,2.69,0.0
20100116:0011,0.0,0.0,0.0,-1.03,2.69,0.0
20100116:0111,0.0,0.0,0.0,-1.05,2.83,0.0
20100116:0211,0.0,0.0,0.0,-1.15,2.97,0.0
20100116:0311,0.0,0.0,0.0,-1.24,3.03,0.0
20100116:0411,0.0,0.0,0.0,-1.59,3.24,0.0
20100116:0511,0.0,0.0,0.0,-1.97,3.66,0.0
20100116:0611,0.0,0.0,0.0,-2.31,4.0,0.0
20100116:0711,0.0,0.0,0.0,-2.13,4.62,0.0
20100116:0811,0.0,1.94,3.07,-2.53,4.55,0.0
20100116:0911,43.62,63.64,8.98,-2.62,4.76,0.0
20100116:1011,21.79,37.75,13.21,-2.1,4.62,0.0
20100116:1111,24.08,40.65,15.42,-1.55,4.9,0.0
20100116:1211,88.0,113.36,15.39,-0.99,4.69,0.0
20100116:1311,57.01,79.28,13.15,-0.6,4.48,0.0
20100116:1411,133.86,164.51,8.88,-0.56,5.38,0.0
20100116:1511,34.99,58.05,2.94,-0.7,5.66,0.0
20100116:1611,0.0,0.0,0.0,-0.94,5.52,0.0
20100116:1711,0.0,0.0,0.0,-1.01,5.38,0.0
20100116:1811,0.0,0.0,0.0,-1.03,5.24,0.0
20100116:1911,0.0,0.0,0.0,-1.24,5.38,0.0
20100116:2011,0.0,0.0,0.0,-1.17,5.1,0.0
20100116:2111,0.0,0.0,0.0,-1.14,4.69,0.0
20100116:2211,0.0,0.0,0.0,-1.12,4.28,0.0
20100116:2311,0.0,0.0,0.0,-1.14,4.07,0.0
20100117:0011,0.0,0.0,0.0,-1.16,4.0,0.0
20100117:0111,0.0,0.0,0.0,-1.16,3.86,0.0
20100117:0211,0.0,0.0,0.0,-1.08,3.66,0.0
20100117:0311,0.0,0.0,0.0,-0.97,3.45,0.0
20100117:0411,0.0,0.0,0.0,-0.9,3.03,0.0
20100117:0511,0.0,0.0,0.0,-0.8,2.69,0.0
20100117:0611,0.0,0.0,0.0,-0.78,2.34,0.0
20100117:0711,0.0,0.0,0.0,-1.33,1.59,0.0
20100117:0811,12.14,26.41,3.2,-1.33,1.24,0.0
20100117:0911,29.86,47.86,9.13,-1.22,0.9,0.0
20100117:1011,48.27,69.57,13.38,-0.78,0.41,0.0
20100117:1111,53.28,75.5,15.6,-0.38,0.41,0.0
20100117:1211,24.63,41.62,15.59,-0.16,0.9,0.0
20100117:1311,32.55,51.3,13.35,0.15,1.52,0.0
20100117:1411,10.51,23.23,9.09,0.19,1.72,0.0
20100117:1511,0.11,5.81,3.15,0.21,2.0,0.0
20100117:1611,0.0,0.0,0.0,0.1,1.72,0.0
20100117:1711,0.0,0.0,0.0,0.19,1.72,0.0
20100117:1811,0.0,0.0,0.0,0.39,1.66,0.0
20100117:1911,0.0,0.0,0.0,0.54,1.59,0.0
20100117:2011,0.0,0.0,0.0,0.72,1.59,0.0
20100117:2111,0.0,0.0,0.0,0.94,1.72,0.0
20100117:2211,0.0,0.0,0.0,1.14,1.93,0.0
20100117:2311,0.0,0.0,0.0,1.32,2.21,0.0
20100118:0011,0.0,0.0,0.0,1.51,2.55,0.0
20100118:0111,0.0,0.0,0.0,1.74,2.76,0.0
20100118:0211,0.0,0.0,0.0,1.89,2.97,0.0
20100118:0311,0.0,0.0,0.0,2.1,3.03,0.0
20100118:0411,0.0,0.0,0.0,2.21,2.97,0.0
20100118:0511,0.0,0.0,0.0,2.28,2.83,0.0
20100118:0611,0.0,0.0,0.0,2.15,2.83,0.0
20100118:0711,0.0,0.0,0.0,1.41,2.28,0.0
20100118:0811,7.36,19.25,3.34,1.24,2.41,0.0
20100118:0911,30.27,48.78,9.29,1.4,2.34,0.0
20100118:1011,18.34,33.88,13.56,1.65,2.41,0.0
20100118:1111,51.13,73.56,15.8,2.13,2.69,0.0
20100118:1211,203.76,241.07,15.8,2.44,2.76,0.0
20100118:1311,90.44,117.84,13.57,2.55,2.83,0.0
20100118:1411,22.81,39.69,9.3,2.39,3.1,0.0
20100118:1511,0.0,2.9,3.36,2.26,3.31,0.0
20100118:1611,0.0,0.0,0.0,2.17,3.38,0.0
20100118:1711,0.0,0.0,0.0,2.18,3.45,0.0
20100118:1811,0.0,0.0,0.0,2.26,3.66,0.0
20100118:1911,0.0,0.0,0.0,2.18,3.79,0.0
20100118:2011,0.0,0.0,0.0,2.3,3.72,0.0
